,Unnamed: 0,origin,destination,distance,duration,origin_postcode,destination_postcode
9759,9759,Sunderland North Family Zone,Felling Community Association,18447,1457,SR28AB,NE100NF
9760,9760,Sunderland North Family Zone,Forage Community Project,3400,459,SR28AB,SR47RE
9761,9761,Sunderland North Family Zone,Francis House Changing Lives,26934,1862,SR28AB,NE46AN
9762,9762,Sunderland North Family Zone,Gateshead Young Peoples Mental Health Service,21733,1799,SR28AB,NE81QD
9763,9763,Sunderland North Family Zone,Great Lumley Community Centre,17144,1455,SR28AB,DH34JD
9764,9764,Sunderland North Family Zone,Great North Road Changing Lives,21206,1794,SR28AB,DH23NL
9765,9765,Sunderland North Family Zone,Green Gates Primary,63514,2756,SR28AB,TS104HS
9766,9766,Sunderland North Family Zone,Harrowgate Hill Primary,46394,2665,SR28AB,DL30HZ
9767,9767,Sunderland North Family Zone,Haswell Mencap Lisa Dixon Centre,23140,1362,SR28AB,DH62DA
9768,9768,Sunderland North Family Zone,Health Works Newcastle,32422,2067,SR28AB,NE158RZ
9769,9769,Sunderland North Family Zone,Hub of Wishes,42072,2456,SR28AB,DL57DZ
9770,9770,Sunderland North Family Zone,Investing in People and Culture,21678,1772,SR28AB,NE81SQ
9771,9771,Sunderland North Family Zone,"Jet (Wicker Chair) North,  Westerhope",32498,2043,SR28AB,NE55HH
9772,9772,Sunderland North Family Zone,Junction 7,42072,2456,SR28AB,DL57DZ
9773,9773,Sunderland North Family Zone,Junior Neighbourhood Watch,42072,2456,SR28AB,DL57DZ
9774,9774,Sunderland North Family Zone,Kibblesworth Village Millenium Centre,20961,1636,SR28AB,NE110XN
9775,9775,Sunderland North Family Zone,Kings Cafe,47437,2738,SR28AB,DL30QT
9776,9776,Sunderland North Family Zone,Labyrinth Holistic Cafe,45525,2266,SR28AB,TS181DY
9777,9777,Sunderland North Family Zone,Little Sisters Of The Poor - Newcastle,27975,1967,SR28AB,NE47QA
9778,9778,Sunderland North Family Zone,Lobley Hill Primary,22797,1590,SR28AB,NE110AT
9779,9779,Sunderland North Family Zone,Looked After Through Care Darlington Borough Council,49164,3079,SR28AB,DL15PW
9780,9780,Sunderland North Family Zone,Mickley First School,42421,2674,SR28AB,NE437BJ
9781,9781,Sunderland North Family Zone,Miss Tina's Coffee Shop,3842,561,SR28AB,SR52JR
9782,9782,Sunderland North Family Zone,Mount Pleasant Primary School,49379,2761,SR28AB,DL39HE
9783,9783,Sunderland North Family Zone,Moving On Durham,22739,1767,SR28AB,DH15HL
9784,9784,Sunderland North Family Zone,Murton Salvation Army,13293,862,SR28AB,SR79NL
9785,9785,Sunderland North Family Zone,New Walk Property Management Middlesbrough,44785,2174,SR28AB,TS13LF
9786,9786,Sunderland North Family Zone,New Walk Property Management Stockton,45538,2246,SR28AB,TS181HE
9787,9787,Sunderland North Family Zone,Newport Primary,44102,2109,SR28AB,TS15NQ
9788,9788,Sunderland North Family Zone,PACT House,24383,2071,SR28AB,DH90JE
9789,9789,Sunderland North Family Zone,Park End Primary,50685,2376,SR28AB,TS30AA
9790,9790,Sunderland North Family Zone,Pelton Community Centre,18353,1681,SR28AB,DH21DE
9791,9791,Sunderland North Family Zone,People's Pantry,35938,2418,SR28AB,NE392BE
9792,9792,Sunderland North Family Zone,Pickle Palace,35324,2428,SR28AB,NE404AT
9793,9793,Sunderland North Family Zone,Pottery Bank Centre,25640,2062,SR28AB,NE63SW
9794,9794,Sunderland North Family Zone,Praxis,28749,2089,SR28AB,NE48ED
9795,9795,Sunderland North Family Zone,Prudhoe Castle First School,41181,2661,SR28AB,NE426PH
9796,9796,Sunderland North Family Zone,Reach Out Recovery,35875,2057,SR28AB,TS247AD
9797,9797,Sunderland North Family Zone,Ron Eager House Changing Lives,22412,1779,SR28AB,NE12AF
9798,9798,Sunderland North Family Zone,Roseberry Primary,37528,1845,SR28AB,TS232HJ
9799,9799,Sunderland North Family Zone,Rosebrook,41451,2021,SR28AB,TS199LF
9800,9800,Sunderland North Family Zone,Sanctuary Supported Housing,43606,2042,SR28AB,TS182HR
9801,9801,Sunderland North Family Zone,Sanctuary Supported Living Hartlepool,33237,1771,SR28AB,TS268DB
9802,9802,Sunderland North Family Zone,Selby Cottage Childrens Centre,16912,1632,SR28AB,DH22EY
9803,9803,Sunderland North Family Zone,Soul Food Spaces (Peace Of Mind),22361,1793,SR28AB,NE84QP
9804,9804,Sunderland North Family Zone,Sprinwell Community Hub,17779,1517,SR28AB,NE97AL
9805,9805,Sunderland North Family Zone,St Davids Community Project,5835,693,SR28AB,SR33HG
9806,9806,Sunderland North Family Zone,St Gabriels Catholic Voluntary Academy,51968,2498,SR28AB,TS79LF
9807,9807,Sunderland North Family Zone,St. John the Baptist Primary School,40835,1925,SR28AB,TS190FB
9808,9808,Sunderland North Family Zone,St.Peters Court,23915,2012,SR28AB,DH76FB
9809,9809,Sunderland North Family Zone,Sunderland Area Parent Support,5845,612,SR28AB,SR32PE
9810,9810,Sunderland North Family Zone,Sunderland Ymca,666,110,SR28AB,SR12QF
9811,9811,Sunderland North Family Zone,Sunshine Day Nursery at Seascape Children's Centre,19047,1203,SR28AB,SR85NJ
9812,9812,Sunderland North Family Zone,The Albert,19289,1094,SR28AB,DH62LT
9813,9813,Sunderland North Family Zone,The Ashley Foundation,581,105,SR28AB,SR12QB
9814,9814,Sunderland North Family Zone,The Laurels Childcare Ltd,21472,1703,SR28AB,DH12EY
9815,9815,Sunderland North Family Zone,The Oasis Cafe,27749,1953,SR28AB,NE47RW
9816,9816,Sunderland North Family Zone,The Opportunity Cafe,30439,2078,SR28AB,NE158NY
9817,9817,Sunderland North Family Zone,The Rifty Youth Project,34171,1836,SR28AB,TS254JY
9818,9818,Sunderland North Family Zone,Tyneside Vineyard Extraordinary Project,24259,2010,SR28AB,NE62FF
9819,9819,Sunderland North Family Zone,Umbrella Community Centre,36489,2907,SR28AB,DH85SD
9820,9820,Sunderland North Family Zone,Vinnie's Cafe,22913,1812,SR28AB,NE12TQ
9821,9821,Sunderland North Family Zone,Virginia House Changing Lives,27785,1931,SR28AB,NE47NQ
9822,9822,Sunderland North Family Zone,Wallsend People Centre,22499,1805,SR28AB,NE286RN
9823,9823,Sunderland North Family Zone,Washingwell Primary School,25796,1876,SR28AB,NE164RB
9824,9824,Sunderland North Family Zone,West View Primary School,31661,1595,SR28AB,TS249BP
9825,9825,Sunderland North Family Zone,West View Project,32067,1613,SR28AB,TS249JQ
9826,9826,Sunderland North Family Zone,Wharton Trust,33036,1732,SR28AB,TS248NS
9827,9827,Sunderland North Family Zone,Whitehead Street - Changing Lives,11975,1230,SR28AB,NE335ND
9828,9828,Sunderland Ymca,Abbey Hill Academy,43316,2234,SR12QF,TS198BU
9829,9829,Sunderland Ymca,Abbey Lodge,0,0,SR12QF,SR12QF
9830,9830,Sunderland Ymca,Abbott House Changing Lives,27252,1917,SR12QF,NE46NG
9831,9831,Sunderland Ymca,Academy 360,6912,798,SR12QF,SR49BA
9832,9832,Sunderland Ymca,Age UK Sunderland,1101,179,SR12QF,SR27AQ
9833,9833,Sunderland Ymca,All About You,6005,729,SR12QF,SR55LJ
9834,9834,Sunderland Ymca,Approach Development,64640,2789,SR12QF,TS104NJ
9835,9835,Sunderland Ymca,Basement Project,27205,2212,SR12QF,NE129NQ
9836,9836,Sunderland Ymca,Belle Vue 60+ Club,38885,1989,SR12QF,TS251QU
9837,9837,Sunderland Ymca,Belle Vue Centre Cafe,38885,1989,SR12QF,TS251QU
9838,9838,Sunderland Ymca,Belle Vue Play Scheme,38885,1989,SR12QF,TS251QU
9839,9839,Sunderland Ymca,Belle Vue Youth Project,38885,1989,SR12QF,TS251QU
9840,9840,Sunderland Ymca,Benfield School,25882,1966,SR12QF,NE64NU
9841,9841,Sunderland Ymca,Beyond Limits,53455,3501,SR12QF,DL135JN
9842,9842,Sunderland Ymca,Bibby House - Changing Lives,16222,1252,SR12QF,NE108XJ
9843,9843,Sunderland Ymca,Bilton Hall Community Trust,13086,1355,SR12QF,NE323RT
9844,9844,Sunderland Ymca,Blyth Star Enterprises,39777,2716,SR12QF,NE243AG
9845,9845,Sunderland Ymca,Brougham Primary School,33340,1745,SR12QF,TS248EU
9846,9846,Sunderland Ymca,Byker Community Association,25285,2062,SR12QF,NE62DX
9847,9847,Sunderland Ymca,Cafe on the Shire - NTDF,25002,2006,SR12QF,NE270HJ
9848,9848,Sunderland Ymca,Changing Lives,19807,1434,SR12QF,NE110RU
9849,9849,Sunderland Ymca,Cheesy Waffles Project,18303,1466,SR12QF,DH12LL
9850,9850,Sunderland Ymca,Chester West & Central Community Project @ Bullion Hall,17978,1613,SR12QF,DH22ES
9851,9851,Sunderland Ymca,Choysez,40879,2640,SR12QF,NE227DQ
9852,9852,Sunderland Ymca,Corbridge Middle School,53354,2762,SR12QF,NE455HX
9853,9853,Sunderland Ymca,Cornerstones Cafe,16290,1518,SR12QF,DH33TF
9854,9854,Sunderland Ymca,County Durham Tees Valley Rescue Mission,42438,2454,SR12QF,DL55DH
9855,9855,Sunderland Ymca,Cumberland House,26584,1829,SR12QF,NE46AL
9856,9856,Sunderland Ymca,Delta North Consett (formerly YMCA),37565,2962,SR12QF,DH85DH
9857,9857,Sunderland Ymca,Dementia Care,34982,2402,SR12QF,NE137DS
9858,9858,Sunderland Ymca,Dynamix Extreme Cic,20230,1522,SR12QF,NE83AT
9859,9859,Sunderland Ymca,East Durham Community Initiatives,8996,744,SR12QF,SR77AU
9860,9860,Sunderland Ymca,East Durham Partnership,19376,1105,SR12QF,SR84TQ
9861,9861,Sunderland Ymca,Eastlea Community,9339,750,SR12QF,SR78DX
9862,9862,Sunderland Ymca,Elliott House /Westbridge,28165,2075,SR12QF,NE46US
9863,9863,Sunderland Ymca,Emmaus North East,10583,1082,SR12QF,NE334RT
9864,9864,Sunderland Ymca,Eslington House Changing Lives,24269,1645,SR12QF,NE82TQ
9865,9865,Sunderland Ymca,Excelsior Academy,29823,2024,SR12QF,NE156AF
9866,9866,Sunderland Ymca,Family Gateway,20112,1617,SR12QF,NE280PP
9867,9867,Sunderland Ymca,Felling Community Association,18212,1443,SR12QF,NE100NF
9868,9868,Sunderland Ymca,Forage Community Project,3426,442,SR12QF,SR47RE
9869,9869,Sunderland Ymca,Francis House Changing Lives,26699,1848,SR12QF,NE46AN
9870,9870,Sunderland Ymca,Gateshead Young Peoples Mental Health Service,21498,1786,SR12QF,NE81QD
9871,9871,Sunderland Ymca,Great Lumley Community Centre,17170,1438,SR12QF,DH34JD
9872,9872,Sunderland Ymca,Great North Road Changing Lives,21232,1777,SR12QF,DH23NL
9873,9873,Sunderland Ymca,Green Gates Primary,63941,2811,SR12QF,TS104HS
9874,9874,Sunderland Ymca,Harrowgate Hill Primary,46420,2648,SR12QF,DL30HZ
9875,9875,Sunderland Ymca,Haswell Mencap Lisa Dixon Centre,23566,1412,SR12QF,DH62DA
9876,9876,Sunderland Ymca,Health Works Newcastle,32186,2053,SR12QF,NE158RZ
9877,9877,Sunderland Ymca,Hub of Wishes,42097,2439,SR12QF,DL57DZ
9878,9878,Sunderland Ymca,Investing in People and Culture,21442,1758,SR12QF,NE81SQ
9879,9879,Sunderland Ymca,"Jet (Wicker Chair) North,  Westerhope",32262,2029,SR12QF,NE55HH
9880,9880,Sunderland Ymca,Junction 7,42097,2439,SR12QF,DL57DZ
9881,9881,Sunderland Ymca,Junior Neighbourhood Watch,42097,2439,SR12QF,DL57DZ
9882,9882,Sunderland Ymca,Kibblesworth Village Millenium Centre,20725,1621,SR12QF,NE110XN
9883,9883,Sunderland Ymca,Kings Cafe,47462,2721,SR12QF,DL30QT
9884,9884,Sunderland Ymca,Labyrinth Holistic Cafe,45952,2316,SR12QF,TS181DY
9885,9885,Sunderland Ymca,Little Sisters Of The Poor - Newcastle,27739,1952,SR12QF,NE47QA
9886,9886,Sunderland Ymca,Lobley Hill Primary,22562,1576,SR12QF,NE110AT
9887,9887,Sunderland Ymca,Looked After Through Care Darlington Borough Council,49190,3063,SR12QF,DL15PW
9888,9888,Sunderland Ymca,Mickley First School,42186,2660,SR12QF,NE437BJ
9889,9889,Sunderland Ymca,Miss Tina's Coffee Shop,3607,547,SR12QF,SR52JR
9890,9890,Sunderland Ymca,Mount Pleasant Primary School,49405,2744,SR12QF,DL39HE
9891,9891,Sunderland Ymca,Moving On Durham,22764,1750,SR12QF,DH15HL
9892,9892,Sunderland Ymca,Murton Salvation Army,13719,912,SR12QF,SR79NL
9893,9893,Sunderland Ymca,New Walk Property Management Middlesbrough,45211,2224,SR12QF,TS13LF
9894,9894,Sunderland Ymca,New Walk Property Management Stockton,45965,2296,SR12QF,TS181HE
9895,9895,Sunderland Ymca,Newport Primary,44529,2159,SR12QF,TS15NQ
9896,9896,Sunderland Ymca,PACT House,24409,2054,SR12QF,DH90JE
9897,9897,Sunderland Ymca,Park End Primary,51111,2426,SR12QF,TS30AA
9898,9898,Sunderland Ymca,Pelton Community Centre,18379,1664,SR12QF,DH21DE
9899,9899,Sunderland Ymca,People's Pantry,35703,2404,SR12QF,NE392BE
9900,9900,Sunderland Ymca,Pickle Palace,35088,2413,SR12QF,NE404AT
9901,9901,Sunderland Ymca,Pottery Bank Centre,25405,2047,SR12QF,NE63SW
9902,9902,Sunderland Ymca,Praxis,28514,2075,SR12QF,NE48ED
9903,9903,Sunderland Ymca,Prudhoe Castle First School,40946,2647,SR12QF,NE426PH
9904,9904,Sunderland Ymca,Reach Out Recovery,36301,2107,SR12QF,TS247AD
9905,9905,Sunderland Ymca,Ron Eager House Changing Lives,22177,1765,SR12QF,NE12AF
9906,9906,Sunderland Ymca,Roseberry Primary,37955,1895,SR12QF,TS232HJ
9907,9907,Sunderland Ymca,Rosebrook,41877,2071,SR12QF,TS199LF
9908,9908,Sunderland Ymca,Sanctuary Supported Housing,44032,2092,SR12QF,TS182HR
9909,9909,Sunderland Ymca,Sanctuary Supported Living Hartlepool,33663,1821,SR12QF,TS268DB
9910,9910,Sunderland Ymca,Selby Cottage Childrens Centre,16938,1616,SR12QF,DH22EY
9911,9911,Sunderland Ymca,Soul Food Spaces (Peace Of Mind),22125,1779,SR12QF,NE84QP
9912,9912,Sunderland Ymca,Sprinwell Community Hub,17544,1502,SR12QF,NE97AL
9913,9913,Sunderland Ymca,St Davids Community Project,5861,676,SR12QF,SR33HG
9914,9914,Sunderland Ymca,St Gabriels Catholic Voluntary Academy,52394,2548,SR12QF,TS79LF
9915,9915,Sunderland Ymca,St. John the Baptist Primary School,41262,1975,SR12QF,TS190FB
9916,9916,Sunderland Ymca,St.Peters Court,23941,1995,SR12QF,DH76FB
9917,9917,Sunderland Ymca,Sunderland Area Parent Support,5871,595,SR12QF,SR32PE
9918,9918,Sunderland Ymca,Sunderland North Family Zone,666,114,SR12QF,SR28AB
9919,9919,Sunderland Ymca,Sunshine Day Nursery at Seascape Children's Centre,19473,1253,SR12QF,SR85NJ
9920,9920,Sunderland Ymca,The Albert,19715,1144,SR12QF,DH62LT
9921,9921,Sunderland Ymca,The Ashley Foundation,412,102,SR12QF,SR12QB
9922,9922,Sunderland Ymca,The Laurels Childcare Ltd,21498,1686,SR12QF,DH12EY
9923,9923,Sunderland Ymca,The Oasis Cafe,27514,1939,SR12QF,NE47RW
9924,9924,Sunderland Ymca,The Opportunity Cafe,30204,2064,SR12QF,NE158NY
9925,9925,Sunderland Ymca,The Rifty Youth Project,34597,1886,SR12QF,TS254JY
9926,9926,Sunderland Ymca,Tyneside Vineyard Extraordinary Project,24023,1997,SR12QF,NE62FF
9927,9927,Sunderland Ymca,Umbrella Community Centre,36515,2890,SR12QF,DH85SD
9928,9928,Sunderland Ymca,Vinnie's Cafe,22678,1798,SR12QF,NE12TQ
9929,9929,Sunderland Ymca,Virginia House Changing Lives,27549,1916,SR12QF,NE47NQ
9930,9930,Sunderland Ymca,Wallsend People Centre,22263,1791,SR12QF,NE286RN
9931,9931,Sunderland Ymca,Washingwell Primary School,25561,1862,SR12QF,NE164RB
9932,9932,Sunderland Ymca,West View Primary School,32087,1645,SR12QF,TS249BP
9933,9933,Sunderland Ymca,West View Project,32494,1663,SR12QF,TS249JQ
9934,9934,Sunderland Ymca,Wharton Trust,33462,1782,SR12QF,TS248NS
9935,9935,Sunderland Ymca,Whitehead Street - Changing Lives,11740,1215,SR12QF,NE335ND
9936,9936,Sunshine Day Nursery at Seascape Children's Centre,Abbey Hill Academy,27949,1687,SR85NJ,TS198BU
9937,9937,Sunshine Day Nursery at Seascape Children's Centre,Abbey Lodge,19587,1251,SR85NJ,SR12QF
9938,9938,Sunshine Day Nursery at Seascape Children's Centre,Abbott House Changing Lives,40743,2133,SR85NJ,NE46NG
9939,9939,Sunshine Day Nursery at Seascape Children's Centre,Academy 360,21144,1191,SR85NJ,SR49BA
9940,9940,Sunshine Day Nursery at Seascape Children's Centre,Age UK Sunderland,19344,1297,SR85NJ,SR27AQ
9941,9941,Sunshine Day Nursery at Seascape Children's Centre,All About You,25685,1491,SR85NJ,SR55LJ
9942,9942,Sunshine Day Nursery at Seascape Children's Centre,Approach Development,49274,2237,SR85NJ,TS104NJ
9943,9943,Sunshine Day Nursery at Seascape Children's Centre,Basement Project,40653,2396,SR85NJ,NE129NQ
9944,9944,Sunshine Day Nursery at Seascape Children's Centre,Belle Vue 60+ Club,16137,1403,SR85NJ,TS251QU
9945,9945,Sunshine Day Nursery at Seascape Children's Centre,Belle Vue Centre Cafe,16137,1403,SR85NJ,TS251QU
9946,9946,Sunshine Day Nursery at Seascape Children's Centre,Belle Vue Play Scheme,16137,1403,SR85NJ,TS251QU
9947,9947,Sunshine Day Nursery at Seascape Children's Centre,Belle Vue Youth Project,16137,1403,SR85NJ,TS251QU
9948,9948,Sunshine Day Nursery at Seascape Children's Centre,Benfield School,39331,2150,SR85NJ,NE64NU
9949,9949,Sunshine Day Nursery at Seascape Children's Centre,Beyond Limits,48721,3162,SR85NJ,DL135JN
9950,9950,Sunshine Day Nursery at Seascape Children's Centre,Bibby House - Changing Lives,29671,1436,SR85NJ,NE108XJ
9951,9951,Sunshine Day Nursery at Seascape Children's Centre,Bilton Hall Community Trust,28925,1471,SR85NJ,NE323RT
9952,9952,Sunshine Day Nursery at Seascape Children's Centre,Blyth Star Enterprises,53225,2901,SR85NJ,NE243AG
9953,9953,Sunshine Day Nursery at Seascape Children's Centre,Brougham Primary School,11955,1013,SR85NJ,TS248EU
9954,9954,Sunshine Day Nursery at Seascape Children's Centre,Byker Community Association,38733,2246,SR85NJ,NE62DX
9955,9955,Sunshine Day Nursery at Seascape Children's Centre,Cafe on the Shire - NTDF,38450,2190,SR85NJ,NE270HJ
9956,9956,Sunshine Day Nursery at Seascape Children's Centre,Changing Lives,33298,1650,SR85NJ,NE110RU
9957,9957,Sunshine Day Nursery at Seascape Children's Centre,Cheesy Waffles Project,19507,1429,SR85NJ,DH12LL
9958,9958,Sunshine Day Nursery at Seascape Children's Centre,Chester West & Central Community Project @ Bullion Hall,21785,1818,SR85NJ,DH22ES
9959,9959,Sunshine Day Nursery at Seascape Children's Centre,Choysez,54327,2825,SR85NJ,NE227DQ
9960,9960,Sunshine Day Nursery at Seascape Children's Centre,Corbridge Middle School,66845,2978,SR85NJ,NE455HX
9961,9961,Sunshine Day Nursery at Seascape Children's Centre,Cornerstones Cafe,28976,1741,SR85NJ,DH33TF
9962,9962,Sunshine Day Nursery at Seascape Children's Centre,County Durham Tees Valley Rescue Mission,32968,2179,SR85NJ,DL55DH
9963,9963,Sunshine Day Nursery at Seascape Children's Centre,Cumberland House,40075,2045,SR85NJ,NE46AL
9964,9964,Sunshine Day Nursery at Seascape Children's Centre,Delta North Consett (formerly YMCA),42863,3024,SR85NJ,DH85DH
9965,9965,Sunshine Day Nursery at Seascape Children's Centre,Dementia Care,48430,2587,SR85NJ,NE137DS
9966,9966,Sunshine Day Nursery at Seascape Children's Centre,Dynamix Extreme Cic,33678,1706,SR85NJ,NE83AT
9967,9967,Sunshine Day Nursery at Seascape Children's Centre,East Durham Community Initiatives,11624,929,SR85NJ,SR77AU
9968,9968,Sunshine Day Nursery at Seascape Children's Centre,East Durham Partnership,2803,394,SR85NJ,SR84TQ
9969,9969,Sunshine Day Nursery at Seascape Children's Centre,Eastlea Community,9366,777,SR85NJ,SR78DX
9970,9970,Sunshine Day Nursery at Seascape Children's Centre,Elliott House /Westbridge,41656,2291,SR85NJ,NE46US
9971,9971,Sunshine Day Nursery at Seascape Children's Centre,Emmaus North East,31319,1705,SR85NJ,NE334RT
9972,9972,Sunshine Day Nursery at Seascape Children's Centre,Eslington House Changing Lives,37760,1862,SR85NJ,NE82TQ
9973,9973,Sunshine Day Nursery at Seascape Children's Centre,Excelsior Academy,43314,2240,SR85NJ,NE156AF
9974,9974,Sunshine Day Nursery at Seascape Children's Centre,Family Gateway,33560,1801,SR85NJ,NE280PP
9975,9975,Sunshine Day Nursery at Seascape Children's Centre,Felling Community Association,31660,1627,SR85NJ,NE100NF
9976,9976,Sunshine Day Nursery at Seascape Children's Centre,Forage Community Project,20530,1372,SR85NJ,SR47RE
9977,9977,Sunshine Day Nursery at Seascape Children's Centre,Francis House Changing Lives,40190,2064,SR85NJ,NE46AN
9978,9978,Sunshine Day Nursery at Seascape Children's Centre,Gateshead Young Peoples Mental Health Service,34946,1969,SR85NJ,NE81QD
9979,9979,Sunshine Day Nursery at Seascape Children's Centre,Great Lumley Community Centre,18683,1533,SR85NJ,DH34JD
9980,9980,Sunshine Day Nursery at Seascape Children's Centre,Great North Road Changing Lives,31375,1857,SR85NJ,DH23NL
9981,9981,Sunshine Day Nursery at Seascape Children's Centre,Green Gates Primary,48574,2259,SR85NJ,TS104HS
9982,9982,Sunshine Day Nursery at Seascape Children's Centre,Harrowgate Hill Primary,47761,2301,SR85NJ,DL30HZ
9983,9983,Sunshine Day Nursery at Seascape Children's Centre,Haswell Mencap Lisa Dixon Centre,9918,766,SR85NJ,DH62DA
9984,9984,Sunshine Day Nursery at Seascape Children's Centre,Health Works Newcastle,45677,2269,SR85NJ,NE158RZ
9985,9985,Sunshine Day Nursery at Seascape Children's Centre,Hub of Wishes,32627,2164,SR85NJ,DL57DZ
9986,9986,Sunshine Day Nursery at Seascape Children's Centre,Investing in People and Culture,34891,1942,SR85NJ,NE81SQ
9987,9987,Sunshine Day Nursery at Seascape Children's Centre,"Jet (Wicker Chair) North,  Westerhope",45753,2245,SR85NJ,NE55HH
9988,9988,Sunshine Day Nursery at Seascape Children's Centre,Junction 7,32627,2164,SR85NJ,DL57DZ
9989,9989,Sunshine Day Nursery at Seascape Children's Centre,Junior Neighbourhood Watch,32627,2164,SR85NJ,DL57DZ
9990,9990,Sunshine Day Nursery at Seascape Children's Centre,Kibblesworth Village Millenium Centre,34216,1837,SR85NJ,NE110XN
9991,9991,Sunshine Day Nursery at Seascape Children's Centre,Kings Cafe,42747,2416,SR85NJ,DL30QT
9992,9992,Sunshine Day Nursery at Seascape Children's Centre,Labyrinth Holistic Cafe,30585,1769,SR85NJ,TS181DY
9993,9993,Sunshine Day Nursery at Seascape Children's Centre,Little Sisters Of The Poor - Newcastle,41230,2168,SR85NJ,NE47QA
9994,9994,Sunshine Day Nursery at Seascape Children's Centre,Lobley Hill Primary,36053,1792,SR85NJ,NE110AT
9995,9995,Sunshine Day Nursery at Seascape Children's Centre,Looked After Through Care Darlington Borough Council,50142,2600,SR85NJ,DL15PW
9996,9996,Sunshine Day Nursery at Seascape Children's Centre,Mickley First School,55677,2876,SR85NJ,NE437BJ
9997,9997,Sunshine Day Nursery at Seascape Children's Centre,Miss Tina's Coffee Shop,25974,1487,SR85NJ,SR52JR
9998,9998,Sunshine Day Nursery at Seascape Children's Centre,Mount Pleasant Primary School,44689,2438,SR85NJ,DL39HE
9999,9999,Sunshine Day Nursery at Seascape Children's Centre,Moving On Durham,23887,1871,SR85NJ,DH15HL
10000,10000,Sunshine Day Nursery at Seascape Children's Centre,Murton Salvation Army,9051,682,SR85NJ,SR79NL
10001,10001,Sunshine Day Nursery at Seascape Children's Centre,New Walk Property Management Middlesbrough,29844,1677,SR85NJ,TS13LF
10002,10002,Sunshine Day Nursery at Seascape Children's Centre,New Walk Property Management Stockton,30598,1749,SR85NJ,TS181HE
10003,10003,Sunshine Day Nursery at Seascape Children's Centre,Newport Primary,29162,1612,SR85NJ,TS15NQ
10004,10004,Sunshine Day Nursery at Seascape Children's Centre,PACT House,37095,2277,SR85NJ,DH90JE
10005,10005,Sunshine Day Nursery at Seascape Children's Centre,Park End Primary,35745,1879,SR85NJ,TS30AA
10006,10006,Sunshine Day Nursery at Seascape Children's Centre,Pelton Community Centre,31065,1887,SR85NJ,DH21DE
10007,10007,Sunshine Day Nursery at Seascape Children's Centre,People's Pantry,49194,2620,SR85NJ,NE392BE
10008,10008,Sunshine Day Nursery at Seascape Children's Centre,Pickle Palace,48579,2630,SR85NJ,NE404AT
10009,10009,Sunshine Day Nursery at Seascape Children's Centre,Pottery Bank Centre,38853,2232,SR85NJ,NE63SW
10010,10010,Sunshine Day Nursery at Seascape Children's Centre,Praxis,42005,2291,SR85NJ,NE48ED
10011,10011,Sunshine Day Nursery at Seascape Children's Centre,Prudhoe Castle First School,54437,2863,SR85NJ,NE426PH
10012,10012,Sunshine Day Nursery at Seascape Children's Centre,Reach Out Recovery,14916,1376,SR85NJ,TS247AD
10013,10013,Sunshine Day Nursery at Seascape Children's Centre,Ron Eager House Changing Lives,35625,1949,SR85NJ,NE12AF
10014,10014,Sunshine Day Nursery at Seascape Children's Centre,Roseberry Primary,22588,1348,SR85NJ,TS232HJ
10015,10015,Sunshine Day Nursery at Seascape Children's Centre,Rosebrook,26511,1524,SR85NJ,TS199LF
10016,10016,Sunshine Day Nursery at Seascape Children's Centre,Sanctuary Supported Housing,28666,1545,SR85NJ,TS182HR
10017,10017,Sunshine Day Nursery at Seascape Children's Centre,Sanctuary Supported Living Hartlepool,12899,1170,SR85NJ,TS268DB
10018,10018,Sunshine Day Nursery at Seascape Children's Centre,Selby Cottage Childrens Centre,29624,1838,SR85NJ,DH22EY
10019,10019,Sunshine Day Nursery at Seascape Children's Centre,Soul Food Spaces (Peace Of Mind),36123,2032,SR85NJ,NE84QP
10020,10020,Sunshine Day Nursery at Seascape Children's Centre,Sprinwell Community Hub,32296,1705,SR85NJ,NE97AL
10021,10021,Sunshine Day Nursery at Seascape Children's Centre,St Davids Community Project,18642,1126,SR85NJ,SR33HG
10022,10022,Sunshine Day Nursery at Seascape Children's Centre,St Gabriels Catholic Voluntary Academy,37028,2001,SR85NJ,TS79LF
10023,10023,Sunshine Day Nursery at Seascape Children's Centre,St. John the Baptist Primary School,25895,1428,SR85NJ,TS190FB
10024,10024,Sunshine Day Nursery at Seascape Children's Centre,St.Peters Court,27220,2128,SR85NJ,DH76FB
10025,10025,Sunshine Day Nursery at Seascape Children's Centre,Sunderland Area Parent Support,18455,1058,SR85NJ,SR32PE
10026,10026,Sunshine Day Nursery at Seascape Children's Centre,Sunderland North Family Zone,19161,1203,SR85NJ,SR28AB
10027,10027,Sunshine Day Nursery at Seascape Children's Centre,Sunderland Ymca,19587,1251,SR85NJ,SR12QF
10028,10028,Sunshine Day Nursery at Seascape Children's Centre,The Albert,5291,530,SR85NJ,DH62LT
10029,10029,Sunshine Day Nursery at Seascape Children's Centre,The Ashley Foundation,19607,1235,SR85NJ,SR12QB
10030,10030,Sunshine Day Nursery at Seascape Children's Centre,The Laurels Childcare Ltd,19103,1388,SR85NJ,DH12EY
10031,10031,Sunshine Day Nursery at Seascape Children's Centre,The Oasis Cafe,41005,2155,SR85NJ,NE47RW
10032,10032,Sunshine Day Nursery at Seascape Children's Centre,The Opportunity Cafe,43695,2280,SR85NJ,NE158NY
